average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.5535161,-0.0028072315640747547,2.10089,0.286111955344677,296.28,5.1,292.11,5.0,0.9136388842054798,3674,4344,181.0,46336,2965504
2.5736191,-0.0025619530119001866,1.8626658,0.278229059651494,273.23,5.8,282.4,5.3,0.9366166564339996,3666,4368,182.0,46592,2981888
2.5605385,-0.0034489291766658424,1.9664963,0.24884204305708407,309.62,5.0,255.64,5.9,0.9113263105700915,3626,4392,183.0,46848,2998272
2.5679512,-0.002737184362486005,1.7959701,0.25833211801946165,336.13,4.4,230.66,6.3,0.8691090778227528,3658,4416,184.0,47104,3014656
2.5510738,-0.003028971480671316,2.0020387,0.2520683953911066,305.18,4.9,279.33,5.5,0.9137767851065033,3656,4440,185.0,47360,3031040
2.5505025,-0.003833930806722492,2.0709414,0.27718531623482706,256.34,5.8,254.45,6.2,0.9007536556174732,3698,4464,186.0,47616,3047424
2.536169,-0.003921369351446629,2.1363778,0.2814966244995594,262.25,5.8,250.76,6.0,0.9119627697346362,3669,4488,187.0,47872,3063808
2.5499618,-0.003786892448551953,1.6427104,0.28925747171044347,273.35,5.7,238.74,6.2,0.8926275212660135,3634,4512,188.0,48128,3080192
2.5450048,-0.004039666936732828,2.174851,0.2898013588786125,265.81,5.7,260.97,5.7,0.8482883610173466,3700,4536,189.0,48384,3096576
2.5421135,-0.003841805492993444,2.2169335,0.2898480027914047,247.32,6.1,331.56,4.1,0.910858894202412,3653,4560,190.0,48640,3112960
2.556703,-0.0033056876016780735,1.9992439,0.2905659298598766,252.85,6.1,333.61,4.1,0.9226882276089794,3677,4584,191.0,48896,3129344
2.5371587,-0.0030349467392079533,2.468608,0.26639081761240957,301.92,5.3,300.01,5.1,0.9221206694376093,3698,4608,192.0,49152,3145728
2.5499272,-0.0023713020212017,2.7177637,0.2546610447764397,300.18,5.0,310.91,4.8,0.9292846676328308,3670,4632,193.0,49408,3162112
2.568544,-0.0031547169643454252,2.1004226,0.2410474506020546,294.99,5.1,283.23,5.2,0.9248357006180551,3689,4656,194.0,49664,3178496
2.6052582,-0.0036403043125756086,1.3602971,0.24421108707785608,294.56,5.1,286.39,5.5,0.8675090542689816,3644,4680,195.0,49920,3194880
2.5415459,-0.0036685723811388017,2.3773055,0.25724530577659604,272.69,5.3,306.51,5.1,0.9136508095288708,3683,4704,196.0,50176,3211264
2.5530994,-0.003219502354040742,2.2122626,0.26551840409636496,282.78,5.3,331.81,4.5,0.9231136228625937,3668,4728,197.0,50432,3227648
2.547729,-0.0032640179339796303,2.1794436,0.2419536004960537,313.19,4.8,315.46,4.7,0.9402744797815915,3635,4752,198.0,50688,3244032
2.5619683,-0.0032474824180826543,1.995455,0.22419183373451232,319.03,4.6,294.53,5.2,0.9443787344705628,3671,4776,199.0,50944,3260416
2.5972764,-0.0042097382876090704,1.386205,0.22059021905064582,279.76,5.3,304.2,5.0,0.9214623263891977,3644,4800,200.0,51200,3276800
2.575571,-0.003883287578355521,1.9639205,0.2330991417169571,272.71,5.4,280.33,5.6,0.8859797523003139,3669,4824,201.0,51456,3293184
2.576544,-0.0037159912823699413,1.8175828,0.2692004932463169,233.26,6.3,264.61,5.7,0.8809858898766435,3628,4848,202.0,51712,3309568
2.5815957,-0.003386596138589084,1.7149644,0.28420836478471756,271.48,5.8,260.71,5.8,0.9211373496679307,3670,4872,203.0,51968,3325952
2.5343702,-0.0031448653014376758,2.4228277,0.25100210174918175,290.63,5.2,260.44,5.8,0.9697298327328384,3642,4896,204.0,52224,3342336
2.542076,-0.003266685095150024,2.1582665,0.26391022086143495,271.91,5.4,233.97,6.1,0.9089206709104164,3688,4920,205.0,52480,3358720
2.540115,-0.002566695048008114,2.3204234,0.24739406049251556,259.37,5.7,255.0,5.9,0.9184319388766109,3623,4944,206.0,52736,3375104
2.5885253,-0.003654802225064486,2.040596,0.288289769589901,277.04,5.7,266.06,5.8,0.8810653078087007,3659,4968,207.0,52992,3391488
2.5878375,-0.003513304509688169,2.2792866,0.29821750201284886,272.68,5.5,300.23,5.1,0.9525611072424578,3654,4992,208.0,53248,3407872
2.5359776,-0.004198105747345835,2.2675753,0.30036620035767553,295.96,4.9,281.44,5.5,0.9083328283015009,3613,5016,209.0,53504,3424256
2.547205,-0.0037030352954752744,2.0815141,0.28163547232747077,282.54,5.1,281.09,5.5,0.923973449770746,3655,5040,210.0,53760,3440640
2.5171196,-0.0036757852626033128,2.6525517,0.23156373284757137,269.69,5.2,316.56,4.8,0.9438339430112183,3606,5064,211.0,54016,3457024
2.5399044,-0.0032906832150183616,2.4324238,0.26383557103574273,258.64,5.8,289.68,5.3,0.9103238101428052,3658,5088,212.0,54272,3473408
2.5511534,-0.0036617256631143393,2.4846673,0.2503627098351717,259.61,5.9,260.0,6.2,0.9338474677439013,3698,5112,213.0,54528,3489792
2.494963,-0.003910491915885359,3.1527672,0.2541436069458723,304.58,4.9,249.42,6.3,0.9446254455680717,3666,5136,214.0,54784,3506176
2.5015812,-0.0031491591432131825,2.8748899,0.28088983774185183,316.39,4.8,288.95,5.2,0.9321459754676716,3664,5160,215.0,55040,3522560
2.531743,-0.0036989856394939124,2.3356025,0.2640646284818649,266.21,5.9,313.51,4.4,0.9399649499775619,3622,5184,216.0,55296,3538944
2.5187173,-0.0037059179157949984,2.8588169,0.24839188709855078,265.25,5.5,288.55,5.3,0.9524517363164693,3664,5208,217.0,55552,3555328
2.5567725,-0.003728614831343293,2.1594713,0.24235108979046344,299.14,4.8,268.88,6.0,0.9454686571367279,3664,5232,218.0,55808,3571712
2.5627763,-0.004160479346755892,2.4338543,0.2504229981452227,333.19,4.5,272.35,6.0,0.8879307195060553,3669,5256,219.0,56064,3588096
2.5365064,-0.0038515597977675496,2.6996655,0.23458693869411945,283.75,5.3,271.29,5.5,0.9450091809384001,3626,5280,220.0,56320,3604480
2.5546432,-0.0036167201469652355,2.433995,0.21898552529513837,289.26,5.1,271.4,5.8,0.9618322439019598,3684,5304,221.0,56576,3620864
2.5609064,-0.0033227288955822586,2.5026867,0.24699827507138253,300.05,5.2,264.87,6.1,0.9127329154237916,3670,5328,222.0,56832,3637248
2.5869668,-0.0041639853967353705,2.291345,0.2229446429014206,289.9,5.3,300.62,5.0,0.9505791418640323,3675,5352,223.0,57088,3653632
2.5766344,-0.0036624998319894075,2.0750859,0.2371713139116764,275.46,5.8,277.31,5.3,0.9287399544748763,3667,5376,224.0,57344,3670016
2.5604203,-0.00391280681360513,2.6708803,0.2629901285469532,266.61,6.0,283.48,5.4,0.9230842692153065,3686,5400,225.0,57600,3686400
2.5554535,-0.0036991893872618674,2.7707365,0.2552202679216862,278.69,5.5,284.34,5.3,0.9154034921122931,3653,5424,226.0,57856,3702784
2.5606713,-0.003088340633548796,2.4566412,0.2571867926418781,281.26,5.6,304.66,4.6,0.932176276091627,3663,5448,227.0,58112,3719168
2.5354366,-0.00393282079603523,2.7324774,0.24800966396927834,261.3,5.9,293.84,4.9,0.9461983163083552,3624,5472,228.0,58368,3735552
2.539069,-0.0038313610432669522,2.488014,0.22671579487621785,255.02,6.2,277.08,5.5,0.9545428356795556,3659,5496,229.0,58624,3751936
2.5273263,-0.0034865578077733516,2.8292105,0.22302090875804426,278.44,5.2,273.3,5.7,0.9356881977650042,3679,5520,230.0,58880,3768320
2.5512066,-0.002996122727636248,2.4788744,0.2375436020642519,257.48,5.5,270.95,5.7,0.9229613833561828,3665,5544,231.0,59136,3784704
2.5880804,-0.003849314015824348,2.0678644,0.23887133575975894,288.96,5.3,278.21,5.3,0.9306237930178536,3672,5568,232.0,59392,3801088
2.5900064,-0.0038063691882416605,2.0021188,0.24082622140645982,289.8,5.3,299.0,4.9,0.941280819433719,3658,5592,233.0,59648,3817472
2.573056,-0.003398865833878517,2.2496786,0.24836752235889434,275.31,5.3,257.33,5.8,0.9324627677354743,3672,5616,234.0,59904,3833856
2.5918498,-0.0032267960463650525,1.8568847,0.28571033373475074,231.5,6.6,259.61,5.7,0.8821841828137692,3634,5640,235.0,60160,3850240
2.586229,-0.003207740045618266,2.3003154,0.2972826516628265,238.59,6.6,301.75,5.0,0.9092422205999751,3673,5664,236.0,60416,3866624
2.555264,-0.0030940092401579022,2.302036,0.28816992983222006,281.88,5.4,273.54,5.6,0.9467174233700256,3697,5688,237.0,60672,3883008
2.559375,-0.003127716360613704,2.1092396,0.281556309312582,278.23,5.4,274.67,5.2,0.9388738720475348,3668,5712,238.0,60928,3899392
2.5647037,-0.0034458790183998643,2.3302011,0.23583882540464401,290.41,5.1,262.56,5.4,0.9276814313142693,3680,5736,239.0,61184,3915776
2.558896,-0.003308319728821516,2.3040206,0.2323633947968483,283.04,5.0,275.38,5.4,0.8969119533351704,3645,5760,240.0,61440,3932160
2.5615947,-0.0032832331419922413,2.163724,0.22155349992215634,257.64,5.6,302.49,4.8,0.9580284822867048,3674,5784,241.0,61696,3948544
2.5393288,-0.0037551794364117084,2.7576323,0.21572205252945423,276.74,5.3,273.17,5.3,0.9419665148852413,3682,5808,242.0,61952,3964928
2.5440595,-0.0035428159008733928,2.3787315,0.2271896678954363,285.23,5.5,291.77,5.0,0.9239245234101952,3667,5832,243.0,62208,3981312
2.5170321,-0.003321681849192828,2.3494043,0.21668508999049663,269.37,5.8,281.58,5.1,0.9256425864584829,3665,5856,244.0,62464,3997696
2.5115016,-0.0031906490260735156,2.3131933,0.22416776470839977,242.66,6.3,245.03,5.8,0.9337723484236681,3621,5880,245.0,62720,4014080
2.4971793,-0.002431067090947181,2.5078642,0.2297685293853283,283.52,5.4,245.02,6.1,0.9216779775051351,3659,5904,246.0,62976,4030464
2.5194583,-0.0027448326791636645,2.2322872,0.24204966709017753,253.7,6.0,268.79,5.4,0.9231757577366078,3630,5928,247.0,63232,4046848
2.5318527,-0.003167152067180723,2.1769283,0.2612739907205105,249.31,6.2,267.52,5.2,0.9167746452915609,3660,5952,248.0,63488,4063232
2.54483,-0.002933082359377295,2.0879214,0.27061249345541,274.26,5.4,304.14,4.6,0.9310556462181442,3628,5976,249.0,63744,4079616
2.5208664,-0.00375689931679517,2.4511743,0.2862701287865639,275.21,5.3,314.73,4.6,0.8965161743805998,3657,6000,250.0,64000,4096000
2.533478,-0.0035293928626924753,2.3023965,0.2622991964221001,295.47,5.0,270.73,5.6,0.9491447070705016,3625,6024,251.0,64256,4112384
2.547381,-0.0032698703836649655,2.379813,0.2307317478954792,291.06,4.9,242.64,6.2,0.937797242057095,3682,6048,252.0,64512,4128768
2.5393217,-0.003084380105137825,2.8077662,0.21937972128391267,278.57,5.3,263.3,5.7,0.945069516053266,3656,6072,253.0,64768,4145152
2.5437624,-0.003727550841867924,2.6211963,0.22847165584564208,294.84,5.5,257.28,5.8,0.9061035454645615,3696,6096,254.0,65024,4161536
2.5275128,-0.003956952968146652,2.8887892,0.2531567251682281,302.77,5.5,247.17,5.9,0.9157718163938459,3650,6120,255.0,65280,4177920
2.547401,-0.0035360047430731357,2.2712848,0.2635504394769669,281.09,5.9,246.54,6.1,0.946538537211644,3640,6144,256.0,65536,4194304
2.5594337,-0.00371757231419906,2.0835712,0.2893065030872822,273.95,5.8,247.93,6.2,0.8969545715963452,3683,6168,257.0,65792,4210688
2.5353596,-0.0038699805201031267,2.6002066,0.29281133428215983,293.02,5.3,267.59,5.8,0.897400119489147,3661,6192,258.0,66048,4227072
2.5421982,-0.00398678912082687,2.7419646,0.2626192060112953,309.38,4.9,293.51,5.2,0.9489436381469397,3684,6216,259.0,66304,4243456
2.5400941,-0.0034172619483433665,2.7436614,0.25370394825935366,290.68,5.1,264.32,5.7,0.9270353736320037,3648,6240,260.0,66560,4259840
2.5665176,-0.0032412686408497394,2.2406723,0.22507911369204522,289.13,5.1,223.01,6.7,0.9529222345949007,3684,6264,261.0,66816,4276224
2.5630014,-0.004233665845822543,2.0215704,0.20899099260568618,282.6,5.4,242.81,6.1,0.9167785765185273,3650,6288,262.0,67072,4292608
2.5390468,-0.0029577341349795463,2.3746865,0.19744620725512504,282.23,5.1,266.3,5.8,0.9565577789432964,3685,6312,263.0,67328,4308992
2.5450468,-0.0038165870402008294,2.036796,0.18369527958333493,288.51,5.3,298.58,4.8,0.9435690757654637,3682,6336,264.0,67584,4325376
2.5225377,-0.0033567806682549416,2.40473,0.20358105607330798,217.47,6.5,299.58,4.9,0.9157825878507933,3643,6360,265.0,67840,4341760
2.5335152,-0.0035134048806503416,2.201329,0.1871451061218977,231.36,6.1,293.76,5.1,0.9479120762150455,3711,6384,266.0,68096,4358144
2.55471,-0.0030086826370097695,2.151495,0.20865480534732342,276.18,5.6,284.09,5.7,0.9210379885097278,3664,6408,267.0,68352,4374528
2.5636337,-0.003162935895379633,2.0259376,0.23260960787534712,280.78,5.5,305.41,5.0,0.9179389055265773,3699,6432,268.0,68608,4390912
2.559573,-0.003275206363759935,2.0893955,0.21363811686635018,279.5,5.5,305.33,4.8,0.9453375935142435,3701,6456,269.0,68864,4407296
2.527286,-0.0037862227228470146,2.338685,0.233714699447155,312.51,4.8,278.63,5.5,0.9159760616758108,3640,6480,270.0,69120,4423680
2.5435472,-0.0031894049560651184,2.2018027,0.2295052707195282,324.06,4.9,264.04,5.9,0.9122920722010378,3669,6504,271.0,69376,4440064
2.5704238,-0.004350901048164815,1.7187654,0.24816540867090225,305.61,4.9,289.47,5.3,0.8354433211534658,3633,6528,272.0,69632,4456448
2.5516334,-0.0038322503492236137,2.1335156,0.26219443008303644,305.93,5.1,316.97,4.8,0.909002126362903,3667,6552,273.0,69888,4472832
2.5760136,-0.0035873254714533687,2.1801596,0.25056596875190734,281.64,5.3,300.94,5.2,0.9455058920983161,3634,6576,274.0,70144,4489216
2.5680993,-0.0043085348512977364,2.1685505,0.27003010734915733,264.71,5.5,290.79,5.3,0.8945330595404635,3686,6600,275.0,70400,4505600
2.5650651,-0.003984430951531976,2.2274034,0.26773835241794586,296.9,5.5,261.52,6.0,0.8997563527981701,3637,6624,276.0,70656,4521984
2.5690708,-0.0036726202396675945,2.2754972,0.27146163329482076,303.65,5.7,264.45,5.9,0.9218226490792645,3661,6648,277.0,70912,4538368
2.5806758,-0.0029011763865128158,1.7955831,0.2853855569660664,272.51,6.1,266.12,5.8,0.9262149888760882,3636,6672,278.0,71168,4554752
2.537243,-0.004049216106068343,2.416681,0.2723470225930214,276.24,5.9,265.15,5.7,0.9366393866809375,3661,6696,279.0,71424,4571136
2.5295331,-0.0044989532860927285,2.5049543,0.24725881829857826,289.46,5.2,270.2,5.8,0.9495616074492388,3615,6720,280.0,71680,4587520
2.551256,-0.0035910189640708267,2.0793927,0.24366514146327972,301.45,4.9,253.12,5.9,0.9174960758496524,3651,6744,281.0,71936,4603904
2.5755386,-0.003388774811755866,2.1363842,0.23516053795814515,283.1,5.3,247.7,5.8,0.918641236982656,3637,6768,282.0,72192,4620288
2.565095,-0.0035639056889340283,2.2675078,0.2494526521861553,292.13,5.2,267.82,5.8,0.9065281746572259,3684,6792,283.0,72448,4636672
2.567599,-0.003723758393898606,1.919543,0.2857276982069015,257.33,6.2,285.6,5.5,0.9108941390954798,3649,6816,284.0,72704,4653056
2.5698266,-0.003435949897393584,1.840178,0.2822727267444134,253.41,6.0,277.69,5.5,0.9229866531792803,3652,6840,285.0,72960,4669440
2.5602329,-0.0035167375416494907,2.2063487,0.3026452846825123,271.57,5.9,267.09,5.6,0.8962450714752634,3671,6864,286.0,73216,4685824
2.5725553,-0.0036223453236743806,1.7519959,0.29872513622045516,240.85,6.5,246.0,6.1,0.9126309365692505,3662,6888,287.0,73472,4702208
2.5524235,-0.003375568757764995,2.1000445,0.27588858976960184,252.26,6.1,229.72,6.6,0.9195049381890001,3656,6912,288.0,73728,4718592
2.5546231,-0.0036777061806060373,2.0245254,0.2695218503475189,276.04,5.6,278.47,5.4,0.8975826221948715,3701,6936,289.0,73984,4734976
2.5213928,-0.0038877699337899686,2.4984343,0.25983339130878447,267.86,5.7,282.65,5.2,0.9234421647153035,3671,6960,290.0,74240,4751360
2.5219545,-0.003886381108313799,2.346265,0.26868262752890587,273.96,5.8,221.08,6.7,0.9253233594767871,3693,6984,291.0,74496,4767744
2.5487442,-0.0038055196334607897,1.8268876,0.2898678082227707,272.63,5.9,232.14,6.5,0.8861972280092536,3708,7008,292.0,74752,4784128
2.5400512,-0.003957575608510524,2.0961998,0.27312118843197825,293.02,5.0,269.05,5.5,0.9398358077470025,3667,7032,293.0,75008,4800512
2.4962947,-0.003784911052789539,2.4090095,0.25674242183566093,280.23,5.5,302.56,4.8,0.9485204162840711,3693,7056,294.0,75264,4816896
2.4563072,-0.003977264589630067,2.8005078,0.22926315233111383,292.46,5.1,288.8,5.3,0.9506199643760949,3628,7080,295.0,75520,4833280
2.4794755,-0.003528123719152063,2.3729634,0.20298603773117066,283.01,5.3,266.52,5.5,0.9305139005587473,3658,7104,296.0,75776,4849664
2.4625232,-0.004031413516495377,2.3333125,0.22606636703014374,250.44,5.8,264.99,5.4,0.908130162998226,3625,7128,297.0,76032,4866048
2.5115898,-0.0036379073071293533,2.080813,0.2170316381007433,260.1,5.6,273.08,5.3,0.9469461912880717,3661,7152,298.0,76288,4882432
2.4890108,-0.0038054513675160706,2.5375078,0.2362456414848566,281.8,5.1,264.75,5.3,0.9228001080936122,3625,7176,299.0,76544,4898816
2.522461,-0.003665147549472749,2.2201972,0.2350596759468317,234.79,6.0,261.55,5.4,0.9334860659178503,3703,7200,300.0,76800,4915200
2.485476,-0.003000772567465901,2.9476998,0.21811062701046466,280.15,5.2,257.67,5.7,0.948163620912267,3646,7224,301.0,77056,4931584
2.5136645,-0.00346847282955423,2.9529464,0.24227541998028757,269.38,5.4,269.92,6.1,0.9383081992095847,3675,7248,302.0,77312,4947968
2.5308945,-0.003215723664034158,2.7559123,0.24783590748906137,271.95,5.6,283.87,5.9,0.9253799075492511,3652,7272,303.0,77568,4964352
2.5274124,-0.0026146574481390418,2.6413736,0.23111551851034165,290.49,5.0,289.36,5.3,0.9578504684285895,3674,7296,304.0,77824,4980736
2.5244422,-0.0029362727748230098,2.449726,0.24136545091867448,293.38,5.2,255.11,5.9,0.9321656455767366,3647,7320,305.0,78080,4997120
2.5546217,-0.00304387936135754,2.1638837,0.22437690541148186,298.59,5.2,261.3,5.8,0.9485840391632954,3695,7344,306.0,78336,5013504
2.5478165,-0.002821124705951661,2.139368,0.2133715744316578,267.36,5.9,258.72,6.1,0.9381778579227152,3651,7368,307.0,78592,5029888
2.5580761,-0.0033231615368276833,2.4335275,0.23661318972706794,239.77,6.4,265.31,5.8,0.9151526322107759,3688,7392,308.0,78848,5046272
2.5905569,-0.003635756329167634,1.790671,0.22822842597961426,289.33,5.3,268.03,5.6,0.9379264281491355,3660,7416,309.0,79104,5062656
2.5561244,-0.003567283407319337,2.2546883,0.2361220534145832,262.48,5.6,292.68,5.2,0.9330321102425887,3635,7440,310.0,79360,5079040
2.5408077,-0.003639027699828148,2.1450448,0.23093504279851915,282.39,5.2,297.07,5.3,0.9312310253910272,3690,7464,311.0,79616,5095424
2.5245883,-0.004247492009308189,2.4023616,0.20420120239257813,277.07,5.4,267.87,5.8,0.9515204577205896,3663,7488,312.0,79872,5111808
2.512876,-0.00410887559177354,2.3470836,0.21095130428671838,277.08,5.3,273.66,5.5,0.9386967014880122,3683,7512,313.0,80128,5128192
2.531159,-0.003611167557537556,2.2165537,0.2204288412630558,281.82,5.8,272.1,5.6,0.9089594372090621,3662,7536,314.0,80384,5144576
2.5240548,-0.003609746207948774,2.583301,0.2316327692568302,299.11,5.4,295.73,5.1,0.9358014378722199,3700,7560,315.0,80640,5160960
2.5247374,-0.003560757793020457,2.5280979,0.2634390068799257,251.97,5.9,302.47,5.1,0.9264891829932322,3656,7584,316.0,80896,5177344
2.5444841,-0.00402750005479902,2.383187,0.2747771252691746,255.89,6.1,296.96,5.2,0.9292923885537381,3693,7608,317.0,81152,5193728
2.5230243,-0.004229983517434448,2.582357,0.2691826683282852,280.52,5.9,262.4,5.8,0.9357295199254099,3660,7632,318.0,81408,5210112
2.5269454,-0.00394595853285864,3.005564,0.2637435865402222,288.03,5.6,278.36,5.2,0.9556255018160908,3698,7656,319.0,81664,5226496
2.539162,-0.0041675866744481024,2.2158759,0.26103569656610487,268.72,5.9,256.99,6.0,0.9380325149742805,3687,7680,320.0,81920,5242880
2.5236347,-0.003501388567965478,2.539025,0.24287975028157235,288.21,5.5,265.32,5.7,0.9478490314548376,3672,7704,321.0,82176,5259264
2.5674396,-0.00320206496398896,2.0382156,0.22358957633376123,295.55,5.1,302.98,5.3,0.961588106820244,3685,7728,322.0,82432,5275648
2.59558,-0.002080004564486444,2.1261425,0.2054216254502535,312.99,4.7,267.32,6.3,0.9479573733477836,3642,7752,323.0,82688,5292032
2.5773842,-0.0028482399135828017,2.3308306,0.18396632470190524,318.82,4.4,282.8,5.9,0.9358571666290854,3693,7776,324.0,82944,5308416
2.5708628,-0.003431922970339656,2.4285257,0.1764265862852335,303.03,4.9,274.54,5.6,0.9452148497046752,3687,7800,325.0,83200,5324800
2.5576992,-0.003504200498573482,2.6148524,0.18292871676385403,261.35,5.7,268.61,5.5,0.9464036704870905,3676,7824,326.0,83456,5341184
2.5556593,-0.003992630676366389,2.7629068,0.18863132566213608,268.16,5.7,281.14,5.5,0.9379558048253203,3676,7848,327.0,83712,5357568
2.485296,-0.004288487115409225,3.3308184,0.20453804656863211,293.43,5.4,317.59,4.6,0.9440823599611442,3639,7872,328.0,83968,5373952
2.5342877,-0.003777363880071789,2.4599926,0.21060231111943722,276.83,5.6,272.44,5.3,0.9514231432452201,3690,7896,329.0,84224,5390336
2.5745912,-0.004166827760636807,2.0965524,0.21894796811044215,276.97,5.4,255.96,5.7,0.9408972664446791,3656,7920,330.0,84480,5406720
2.5660884,-0.004250469054095447,2.4150581,0.22771129585802555,282.53,5.2,292.6,5.1,0.9335166639412417,3649,7944,331.0,84736,5423104
2.56611,-0.004024133535567671,2.4284253,0.21715605415403844,304.37,4.7,257.7,5.8,0.9505861802629114,3691,7968,332.0,84992,5439488
2.5675008,-0.003954691139515489,2.5278795,0.21462314173579217,301.88,4.8,233.28,6.4,0.9426422395468281,3643,7992,333.0,85248,5455872
2.5448213,-0.003090165772009641,2.8007476,0.21132300980389118,323.29,4.4,275.24,5.8,0.9342217140746091,3674,8016,334.0,85504,5472256
2.5371056,-0.00286465167067945,2.2703075,0.2060053189843893,296.99,5.0,262.74,6.0,0.936853158821912,3657,8040,335.0,85760,5488640
2.5396235,-0.003862839713692665,2.6719038,0.22726113192737102,313.29,4.8,287.14,5.4,0.923838807601626,3687,8064,336.0,86016,5505024
2.5519996,-0.003718300787732005,2.643976,0.24950451761484146,299.84,5.3,279.18,5.5,0.9258998260901057,3666,8088,337.0,86272,5521408
2.5256088,-0.004172153947874904,2.518292,0.25135413005948065,294.96,5.3,297.7,4.8,0.9416186149589649,3680,8112,338.0,86528,5537792
2.544402,-0.00466030010022223,2.5075562,0.2956065522134304,260.2,6.1,297.62,5.0,0.9067513371492935,3646,8136,339.0,86784,5554176
2.5365522,-0.004579795044846833,2.6602323,0.28990618258714673,279.97,5.7,273.13,5.6,0.9372395387338681,3676,8160,340.0,87040,5570560
2.5082052,-0.0047847534087486565,2.9930584,0.28056986823678015,259.62,6.4,244.13,6.2,0.9418919879125547,3652,8184,341.0,87296,5586944
2.5096948,-0.004223397755995392,2.64565,0.2658474659919739,260.85,6.1,271.69,5.6,0.9612911056966694,3666,8208,342.0,87552,5603328
2.525396,-0.003637424004264176,2.7540567,0.25318359151482583,270.51,6.1,271.49,5.7,0.922426667415097,3641,8232,343.0,87808,5619712
2.518477,-0.003956922458019108,2.7696216,0.25319879442453386,249.29,6.6,274.74,5.5,0.9257660544019812,3698,8256,344.0,88064,5636096
2.542688,-0.00349162437254563,2.5818267,0.23696253269910814,291.75,5.8,313.17,4.7,0.9492597596445713,3669,8280,345.0,88320,5652480
2.5399802,-0.003465429344214499,2.635407,0.23636409364640712,288.05,5.4,310.61,4.9,0.9492046994541073,3691,8304,346.0,88576,5668864
2.5134645,-0.0037877968046814204,2.8471117,0.23464278884232045,266.71,5.9,235.05,6.5,0.934184448750218,3675,8328,347.0,88832,5685248
2.5233943,-0.003309824347961694,2.8309348,0.2027370047569275,276.23,5.6,286.25,5.4,0.9632211453672626,3648,8352,348.0,89088,5701632
2.568947,-0.0038278275914490224,2.6570127,0.21056796744465828,291.97,5.2,220.04,6.3,0.945151363310095,3679,8376,349.0,89344,5718016
2.57378,-0.0037020687852054833,2.2620738,0.22152713179588318,282.11,5.5,237.21,6.3,0.9450456616947788,3654,8400,350.0,89600,5734400
2.5386753,-0.004195333351381123,2.917738,0.19234694771468638,281.88,5.5,287.0,5.4,0.9636739144806964,3686,8424,351.0,89856,5750784
2.5561957,-0.00396839115768671,3.0040941,0.20672427661716938,307.03,5.0,279.86,5.3,0.9438612807520295,3687,8448,352.0,90112,5767168
2.5533254,-0.004300192976370454,2.6760237,0.22403150901198388,261.91,6.2,280.99,5.4,0.9373686146394422,3662,8472,353.0,90368,5783552
2.593544,-0.00443600423168391,2.5175145,0.22278780341148377,269.5,6.0,283.19,5.4,0.9381143580153982,3677,8496,354.0,90624,5799936
2.5885048,-0.003901625112630427,2.8330946,0.24609064012765886,266.22,6.2,289.18,5.4,0.9394457474982939,3628,8520,355.0,90880,5816320
2.6038353,-0.00420063657220453,2.2304413,0.2580305008590221,268.51,5.8,285.52,5.5,0.9184139517073626,3668,8544,356.0,91136,5832704
2.5717103,-0.0036403207643888893,3.3524308,0.23154649175703526,275.86,5.4,286.44,5.3,0.9593126719817956,3630,8568,357.0,91392,5849088
2.577812,-0.004189472983125597,3.4094238,0.21867124550044537,274.62,5.3,281.06,5.5,0.9640107828524797,3675,8592,358.0,91648,5865472
2.5526605,-0.004153783046640456,3.2774923,0.24082467280328274,261.83,6.0,236.01,6.5,0.9186141658157438,3644,8616,359.0,91904,5881856
2.5397274,-0.00382827234454453,3.0417557,0.2284650618582964,288.83,5.3,240.35,6.5,0.9483464896393363,3696,8640,360.0,92160,5898240
