average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.5485,-0.004167563989758491,2.9749901,0.2970950949192047,189.12,7.3,266.67,5.3,0.9475215155610397,3660,12960,540.0,138240,8847360
2.5331495,-0.004833678286522627,3.5431736,0.29328316673636434,215.06,6.5,271.7,5.4,0.9457699760478517,3651,12984,541.0,138496,8863744
2.5367045,-0.004539941034745425,3.3910692,0.2998278741538525,232.61,6.4,201.42,6.9,0.9102599533531457,3699,13008,542.0,138752,8880128
2.5570982,-0.004794712096918374,2.8621156,0.29859755784273145,205.36,7.0,225.45,6.7,0.906934766969876,3656,13032,543.0,139008,8896512
2.5705976,-0.004238670701161027,3.0774982,0.2809908203780651,215.13,6.7,210.97,6.8,0.9469937515225537,3683,13056,544.0,139264,8912896
2.556647,-0.005523315598256886,3.643291,0.2778038002550602,232.67,6.2,208.43,6.8,0.9482031581175213,3704,13080,545.0,139520,8929280
2.5605993,-0.004903487192932516,2.7248147,0.2443265115469694,214.19,6.9,206.54,6.8,0.9589228455514636,3661,13104,546.0,139776,8945664
2.5719242,-0.005732669017743319,2.7968411,0.2244270408898592,230.28,6.7,234.39,6.3,0.9254588158321863,3697,13128,547.0,140032,8962048
2.5745401,-0.00536559924017638,2.8038545,0.21763291619718075,174.95,7.3,234.08,6.3,0.94901011625746,3671,13152,548.0,140288,8978432
2.5254595,-0.004721556706354022,3.0769808,0.22645524300634862,237.03,6.1,211.69,6.7,0.9398729182132186,3689,13176,549.0,140544,8994816
2.4851193,-0.00430846989620477,3.6862936,0.22811365216970445,211.43,6.7,192.83,7.0,0.9563956444590408,3630,13200,550.0,140800,9011200
2.4662106,-0.004786624885164201,4.659036,0.2240344525873661,240.55,6.0,203.39,6.8,0.9470354690933048,3659,13224,551.0,141056,9027584
2.509577,-0.004919240712188184,3.7634175,0.2673810537159443,168.17,7.7,225.48,6.3,0.9157416958068977,3625,13248,552.0,141312,9043968
2.4417229,-0.004352866192348302,4.649885,0.28800408691167834,211.79,7.0,217.46,6.5,0.9357687335692255,3671,13272,553.0,141568,9060352
2.5275111,-0.0040274718729779125,3.8361993,0.29800926595926286,209.44,7.1,233.91,6.5,0.9447740919737172,3658,13296,554.0,141824,9076736
2.531433,-0.0045218386407941576,3.8675525,0.2987454552948475,226.09,6.6,226.1,6.4,0.9368646478594458,3711,13320,555.0,142080,9093120
2.5768013,-0.003836350473575294,2.9737108,0.2771847009658813,233.03,6.1,197.19,7.2,0.9272540732486305,3620,13344,556.0,142336,9109504
2.563835,-0.005038657535333186,3.1244512,0.24915180027484893,229.97,6.4,238.96,6.7,0.9423685420911357,3657,13368,557.0,142592,9125888
2.5811272,-0.004623599566984922,3.1082048,0.2335961690545082,225.93,6.3,256.32,6.2,0.9612515559673417,3626,13392,558.0,142848,9142272
2.5790942,-0.0043056301190517845,3.108944,0.23393252611160278,238.27,6.3,203.5,7.1,0.9390599256530342,3662,13416,559.0,143104,9158656
2.5453396,-0.004076437063049525,3.6553419,0.23668066933751106,243.39,6.4,215.18,6.7,0.9360457459130364,3638,13440,560.0,143360,9175040
2.5234795,-0.0043199463747441765,3.8506262,0.22531584426760673,234.85,6.3,187.38,7.2,0.9572452145144617,3616,13464,561.0,143616,9191424
2.566263,-0.004909336532000453,3.0089889,0.23318010315299034,223.17,6.5,219.19,7.0,0.9527370005728631,3668,13488,562.0,143872,9207808
2.557262,-0.004882322500925511,3.3359573,0.2369608087837696,233.98,6.5,266.54,6.0,0.9411428973262889,3662,13512,563.0,144128,9224192
2.5549042,-0.00410564529011026,3.0636992,0.22714125633239746,232.9,6.6,251.85,6.2,0.9460849280060976,3690,13536,564.0,144384,9240576
2.5443041,-0.004859409790951758,3.1648588,0.22696045890450478,255.16,6.1,210.48,6.6,0.9484870454417631,3651,13560,565.0,144640,9256960
2.5270698,-0.004587266314774752,3.5696876,0.24783120810985565,207.25,6.9,223.25,6.7,0.927337971681621,3680,13584,566.0,144896,9273344
2.5219326,-0.005376730789430439,3.6200144,0.23558817714452743,213.87,6.6,229.15,6.6,0.9500169440759614,3655,13608,567.0,145152,9289728
2.5416594,-0.0044747220119461415,3.7292979,0.23895564079284667,242.39,5.9,217.33,6.9,0.9471702551202783,3686,13632,568.0,145408,9306112
2.558745,-0.0044324465747922655,3.1280987,0.2552286420762539,269.16,5.8,195.51,7.1,0.9395749688267655,3682,13656,569.0,145664,9322496
2.5310395,-0.0036581671657040715,3.921979,0.25246863916516304,261.77,5.9,254.3,5.7,0.93783544070981,3625,13680,570.0,145920,9338880
2.5629375,-0.0031374306511133907,3.0751643,0.26797312140464785,227.07,6.7,230.6,6.5,0.9343827279289126,3681,13704,571.0,146176,9355264
2.5337408,-0.004118345668539405,3.6327555,0.2629789753258228,175.11,7.5,222.39,7.1,0.9518391964203774,3646,13728,572.0,146432,9371648
2.513434,-0.004474116892088205,3.4827416,0.28926469847559927,200.94,7.2,237.39,6.5,0.9222996170378421,3689,13752,573.0,146688,9388032
2.5106719,-0.004412729504983872,3.4033144,0.2812668469548225,190.46,7.4,233.53,6.4,0.9424283697794948,3688,13776,574.0,146944,9404416
2.4807067,-0.004619367441628128,4.454549,0.28360792830586434,241.17,6.3,234.56,6.3,0.9360614840819637,3631,13800,575.0,147200,9420800
2.5112941,-0.003983391744550317,3.9431722,0.2816381303966045,205.4,7.0,215.56,6.8,0.9501383240337613,3657,13824,576.0,147456,9437184
2.5255313,-0.004034544783644378,3.7813983,0.2568234965205193,205.4,6.8,215.73,6.5,0.9453104838349925,3627,13848,577.0,147712,9453568
2.5326993,-0.004679734013043344,3.8819797,0.24646362259984017,224.75,6.7,262.08,5.7,0.9528300887129271,3675,13872,578.0,147968,9469952
2.5412564,-0.0057138671819120645,3.6315458,0.24022355943918228,195.37,7.2,214.83,7.3,0.9458573921650233,3658,13896,579.0,148224,9486336
2.5394018,-0.0058435950428247455,3.177798,0.2384330651164055,192.2,7.0,198.02,7.2,0.9495663329985301,3668,13920,580.0,148480,9502720
2.544395,-0.006118113393895328,3.3563788,0.2451241619884968,194.72,7.4,247.99,6.0,0.9300400563391157,3687,13944,581.0,148736,9519104
2.4976149,-0.006677720490843058,3.6170962,0.25537514209747314,205.56,6.9,219.86,6.6,0.937572845787863,3628,13968,582.0,148992,9535488
2.5142105,-0.005198343675583601,4.171466,0.23823126822710036,189.9,7.4,242.32,6.3,0.9594385350706924,3691,13992,583.0,149248,9551872
2.503688,-0.005111618842929602,4.7221937,0.25870989948511125,210.96,6.5,240.21,6.2,0.9350507428116679,3650,14016,584.0,149504,9568256
2.4983764,-0.004511284464970231,4.5396357,0.2823873457312584,178.64,7.3,235.31,6.3,0.9208061887227523,3691,14040,585.0,149760,9584640
2.5367692,-0.0043085205368697645,4.109319,0.28489104002714155,170.1,7.5,216.17,6.6,0.9411505492275064,3626,14064,586.0,150016,9601024
2.5158973,-0.004582162434235215,4.0020742,0.2914108744263649,202.37,6.8,233.16,6.4,0.9548304653745427,3673,14088,587.0,150272,9617408
2.5141928,-0.004842414476443082,3.8617544,0.27409136459231376,217.49,6.7,193.15,7.1,0.9518588279332824,3640,14112,588.0,150528,9633792
2.5345356,-0.004076505991397425,3.2168453,0.24726127684116364,219.42,6.4,186.17,7.5,0.9444791164792717,3646,14136,589.0,150784,9650176
2.4950912,-0.004815813055029139,3.3244145,0.25440529838204384,194.93,6.8,229.29,6.3,0.9183724034698441,3682,14160,590.0,151040,9666560
2.5052378,-0.005269418441457674,3.3862915,0.25145802706480025,193.72,7.3,205.87,6.6,0.9516845977320852,3641,14184,591.0,151296,9682944
2.4571886,-0.00502289276686497,4.500673,0.2609839956462383,196.76,7.0,214.74,6.8,0.947708307134207,3669,14208,592.0,151552,9699328
2.461819,-0.004691211935132742,4.293702,0.2567526824772358,195.69,7.4,215.99,6.5,0.9500189318828876,3640,14232,593.0,151808,9715712
2.4756408,-0.005203681737184524,3.85217,0.26913154155015945,185.72,7.4,223.59,6.6,0.920265299217508,3677,14256,594.0,152064,9732096
2.511913,-0.004902015966363252,3.6153748,0.29053082183003426,193.5,7.5,188.22,7.6,0.9288146846915409,3643,14280,595.0,152320,9748480
2.5146205,-0.00482084596529603,3.2560391,0.2853062433004379,179.97,7.4,209.38,6.9,0.9387989799412148,3675,14304,596.0,152576,9764864
2.4998727,-0.0055300573818385605,3.7589884,0.2961757579445839,188.68,7.0,190.72,7.2,0.9317541888863565,3682,14328,597.0,152832,9781248
2.511428,-0.0056236878596246246,3.4096239,0.26059816852211953,180.49,7.1,195.96,7.2,0.9434291833927893,3646,14352,598.0,153088,9797632
2.5017173,-0.005668371836654842,3.2441218,0.23420197069644927,176.69,7.4,209.51,7.0,0.9489247137427539,3679,14376,599.0,153344,9814016
2.5150206,-0.005901913468260318,3.0672421,0.20676687374711036,214.23,6.8,226.27,6.2,0.9665588331609931,3651,14400,600.0,153600,9830400
2.4983783,-0.006222124476917088,3.4267516,0.19686004668474197,216.94,6.6,189.43,7.2,0.9556079674780928,3676,14424,601.0,153856,9846784
2.4681797,-0.006404932579025626,3.655461,0.18224557146430015,187.55,7.0,221.04,6.5,0.9701470095493736,3678,14448,602.0,154112,9863168
2.367007,-0.0051153074810281396,4.474364,0.22563039794564246,206.57,6.8,194.76,6.9,0.9132211302036018,3641,14472,603.0,154368,9879552
2.4404614,-0.00502132574794814,4.327799,0.25446282915771007,185.46,7.3,186.6,7.3,0.9463527223160335,3666,14496,604.0,154624,9895936
2.4792662,-0.005944605546537787,3.749495,0.28336969643831256,191.77,7.1,199.16,7.2,0.9307194857753157,3641,14520,605.0,154880,9912320
2.4607115,-0.005286282321903855,4.020053,0.311133394241333,177.18,7.3,207.18,6.9,0.9379698020515229,3714,14544,606.0,155136,9928704
2.4699001,-0.0045742424647323785,4.2234755,0.29611981377005575,191.76,7.0,204.56,7.2,0.9369246122635908,3655,14568,607.0,155392,9945088
2.4895084,-0.005911609313916415,4.1197968,0.2972741761803627,167.63,8.0,194.49,6.9,0.9401263007425842,3701,14592,608.0,155648,9961472
2.5202725,-0.005556701966561377,3.5786366,0.3010945798456669,185.78,7.4,202.09,6.8,0.9259451304601956,3677,14616,609.0,155904,9977856
2.5110343,-0.0051425351412035525,3.5627217,0.2855993518233299,215.39,6.9,193.62,6.9,0.9487457958853581,3687,14640,610.0,156160,9994240
2.4751728,-0.006195392415393144,4.589376,0.2710173419117928,210.59,6.6,169.65,7.6,0.9519786412915001,3640,14664,611.0,156416,10010624
2.4976537,-0.005599951839540154,3.8563232,0.2784287141263485,187.66,7.2,199.28,7.0,0.9281876271245891,3695,14688,612.0,156672,10027008
2.499763,-0.00578795418376103,3.7379584,0.2675983992218971,198.43,7.1,241.65,6.1,0.9339847911824352,3686,14712,613.0,156928,10043392
2.5125084,-0.005563217420130968,3.844526,0.27077832862734796,196.49,7.1,208.99,6.7,0.936190325902997,3712,14736,614.0,157184,10059776
2.5187802,-0.005526651665568352,3.285195,0.28983593329787255,147.23,7.8,174.42,7.6,0.9310375872779821,3679,14760,615.0,157440,10076160
2.4835825,-0.005825048885308206,3.7313821,0.28445409625768664,183.84,7.2,204.83,6.7,0.927669839568302,3675,14784,616.0,157696,10092544
2.5003598,-0.005694575589150191,3.7706065,0.2672530150413513,197.43,7.1,224.98,6.4,0.9458103731487721,3707,14808,617.0,157952,10108928
2.474099,-0.005535544198937714,4.4351463,0.2608057940006256,179.29,7.3,223.31,6.5,0.9454953036884898,3678,14832,618.0,158208,10125312
2.4611073,-0.006708638458512724,4.539168,0.22819093033671378,156.55,7.7,216.63,6.5,0.9616152195968867,3714,14856,619.0,158464,10141696
2.4875166,-0.0061014292342588304,4.2184935,0.2431895461678505,192.78,7.6,214.71,6.6,0.9087317281091483,3681,14880,620.0,158720,10158080
2.5209112,-0.00588038481073454,3.8444047,0.25696140110492705,183.3,7.6,214.72,6.7,0.9295630931354223,3692,14904,621.0,158976,10174464
2.5116382,-0.005486546845640987,4.0016084,0.2648293027281761,197.03,6.9,206.32,6.5,0.9373076142633365,3678,14928,622.0,159232,10190848
2.527934,-0.004896521361079067,3.62006,0.28829139471054077,165.94,7.5,200.74,7.1,0.9354662228544819,3697,14952,623.0,159488,10207232
2.4583335,-0.005864554254803807,3.9295645,0.25432310447096823,169.04,7.4,187.42,7.1,0.9561606387855381,3657,14976,624.0,159744,10223616
2.4716713,-0.005289742699824273,4.5042715,0.23955241680145264,199.9,6.9,175.81,7.3,0.9452516541763162,3691,15000,625.0,160000,10240000
2.5204902,-0.005615585246123374,3.5630283,0.21773131117224692,200.02,7.3,191.49,7.1,0.9620046793326136,3676,15024,626.0,160256,10256384
2.4928668,-0.005545315183699131,4.2184777,0.220306978225708,222.45,6.6,197.55,7.0,0.9323407647545527,3682,15048,627.0,160512,10272768
2.4827406,-0.005296032421756536,4.494899,0.20622152872383595,239.66,6.4,227.84,6.5,0.968743376442593,3672,15072,628.0,160768,10289152
2.5347588,-0.004420478960964829,3.9974444,0.22357553862035273,172.39,7.9,234.95,6.8,0.9382811295496203,3646,15096,629.0,161024,10305536
2.5261948,-0.00533469800138846,4.234954,0.23644184075295926,207.08,6.7,185.01,7.0,0.9438168677440993,3676,15120,630.0,161280,10321920
2.527145,-0.004489943741355092,4.126778,0.23274435870349408,196.2,6.8,205.81,6.9,0.9356661425066594,3635,15144,631.0,161536,10338304
2.5569296,-0.005160021362826228,3.4532173,0.24611511312425136,195.53,6.9,214.42,6.6,0.9325772418072282,3695,15168,632.0,161792,10354688
2.5258749,-0.005612972732633352,3.6979156,0.24760426104068756,203.45,6.8,143.88,8.1,0.9353900528017995,3674,15192,633.0,162048,10371072
2.5388763,-0.005973874414339661,3.7157393,0.225450776219368,172.75,7.5,168.49,7.5,0.9629779842313247,3693,15216,634.0,162304,10387456
2.4854124,-0.006318008620291948,4.3522234,0.2435457833111286,200.95,7.0,174.5,7.3,0.9342233973365301,3662,15240,635.0,162560,10403840
2.4655683,-0.005452117505483329,4.075169,0.2463308934867382,179.72,7.8,161.94,7.6,0.9530660298208562,3693,15264,636.0,162816,10420224
2.4517586,-0.005244986889883876,4.471292,0.2768326322734356,186.59,6.8,177.18,7.2,0.9230876932192901,3626,15288,637.0,163072,10436608
2.427842,-0.005404236160684377,4.656308,0.30783611312508585,197.71,6.9,156.11,7.8,0.9346490214951224,3664,15312,638.0,163328,10452992
2.428367,-0.005443484710995108,4.432745,0.32411095663905143,175.18,7.3,159.54,7.6,0.9309044335446575,3641,15336,639.0,163584,10469376
2.397167,-0.004736287661362439,4.790454,0.3206366704404354,167.58,7.6,183.36,7.2,0.9535800357085983,3690,15360,640.0,163840,10485760
2.425525,-0.0054419499984942376,4.4580264,0.3241383895277977,140.77,7.9,199.69,7.1,0.9205648300769258,3626,15384,641.0,164096,10502144
2.4976718,-0.005805942020379007,3.7283006,0.29215208157896994,173.71,7.5,213.31,6.5,0.949350824394878,3662,15408,642.0,164352,10518528
2.4795365,-0.005248941322788596,4.1313877,0.2663411062955856,210.68,6.7,189.85,7.3,0.938734203690381,3633,15432,643.0,164608,10534912
2.4829144,-0.006153968838043511,3.6133173,0.2505996130406857,191.57,7.2,182.77,7.0,0.9526507997831833,3668,15456,644.0,164864,10551296
2.4698272,-0.005980049965437502,3.8069718,0.22732793763279915,198.06,7.6,181.46,7.0,0.9429779686769214,3661,15480,645.0,165120,10567680
2.4440136,-0.005888393924105912,4.244461,0.23140971839427948,208.05,6.6,201.94,6.7,0.947541519819379,3717,15504,646.0,165376,10584064
2.4513493,-0.005624796566553414,4.2362537,0.2603143912553787,166.86,7.4,188.27,7.1,0.9172082537428871,3657,15528,647.0,165632,10600448
2.4654355,-0.005464774123392999,4.1575284,0.2681004843115807,194.78,7.3,161.89,7.6,0.9401066856201505,3639,15552,648.0,165888,10616832
2.4016275,-0.004503203621134162,4.337586,0.2794287696480751,139.37,8.1,213.96,6.6,0.9333560432809678,3661,15576,649.0,166144,10633216
2.4383316,-0.004902360045816749,4.371972,0.2686882488429546,194.36,7.0,175.35,7.5,0.9513403121710294,3691,15600,650.0,166400,10649600
2.4294317,-0.005403110017068684,4.391369,0.25422840550541875,201.19,6.6,216.77,6.5,0.9357311921959315,3673,15624,651.0,166656,10665984
2.4717324,-0.004670761802699417,4.183742,0.26061327531933787,212.73,6.5,205.97,6.9,0.939825216880371,3695,15648,652.0,166912,10682368
2.4964995,-0.005754812119994313,3.9282386,0.2544240301847458,185.17,7.5,204.43,6.9,0.9360453583057462,3650,15672,653.0,167168,10698752
2.441034,-0.0050059475610032675,4.220212,0.26279845848679545,179.85,7.2,201.56,7.1,0.9446707571391735,3694,15696,654.0,167424,10715136
2.473123,-0.005550787569954991,4.0998354,0.26180611744523047,168.98,7.4,238.31,6.0,0.936461354409321,3687,15720,655.0,167680,10731520
2.452167,-0.006833722114097327,4.1381445,0.26991425827145576,167.93,7.6,167.12,7.4,0.9270821333840993,3653,15744,656.0,167936,10747904
2.5063667,-0.0056764725712127985,3.69556,0.271987669467926,222.92,6.7,189.75,7.0,0.9280925420856108,3678,15768,657.0,168192,10764288
2.4620068,-0.005806025643832982,4.087275,0.2915465211868286,189.38,7.2,176.63,7.7,0.9017081995254662,3641,15792,658.0,168448,10780672
2.4761493,-0.005459475149400532,4.04843,0.28653029873967173,147.22,7.9,171.74,7.4,0.9370388434393824,3678,15816,659.0,168704,10797056
2.5388017,-0.005563344748225063,3.1652026,0.25759814560413363,167.99,7.3,179.3,7.3,0.951696472502898,3667,15840,660.0,168960,10813440
2.5064893,-0.006063598638866097,3.5167615,0.2479116612672806,204.09,6.8,191.51,7.2,0.9394618487467621,3666,15864,661.0,169216,10829824
2.4889522,-0.0059768155007623135,3.6370585,0.2219248415529728,174.62,7.4,167.4,7.2,0.9495903526284002,3677,15888,662.0,169472,10846208
2.5317402,-0.006488712436985225,3.141876,0.23151703253388406,191.67,7.3,160.94,7.5,0.9217202315694434,3659,15912,663.0,169728,10862592
2.4909556,-0.005835588239133358,3.653557,0.22508040100336074,163.83,7.6,180.09,7.1,0.956811610522934,3687,15936,664.0,169984,10878976
2.4611266,-0.0056437032017856836,4.3301806,0.22871001914143563,188.82,7.2,154.24,7.9,0.9435995357535433,3661,15960,665.0,170240,10895360
2.4261396,-0.005548001930583269,4.427172,0.24886718451976775,187.3,7.2,202.84,6.8,0.9176631239710433,3673,15984,666.0,170496,10911744
2.3943617,-0.0051424421300180255,4.7904406,0.24527669563889504,198.24,7.2,200.35,6.6,0.9331566903461704,3666,16008,667.0,170752,10928128
2.4608998,-0.005487265239935368,4.053725,0.2638824361562729,165.18,7.5,196.84,6.6,0.9313967143810976,3716,16032,668.0,171008,10944512
2.4878256,-0.006031014760956168,3.8492966,0.2734317398071289,199.86,6.9,158.65,7.5,0.93699248326271,3682,16056,669.0,171264,10960896
2.447481,-0.0049160787649452685,3.927816,0.26602638229727743,174.53,7.3,197.31,6.7,0.9451944916829863,3716,16080,670.0,171520,10977280
2.4766772,-0.005583027380052954,3.619892,0.2482856759428978,178.53,7.5,165.51,7.8,0.9521472626509991,3680,16104,671.0,171776,10993664
2.460734,-0.005506733309011906,3.813335,0.23660345628857612,192.29,6.9,189.91,7.3,0.9501607599348721,3690,16128,672.0,172032,11010048
2.4307485,-0.005054447492584586,3.932297,0.212844492867589,142.01,8.1,197.18,6.9,0.9619199030681146,3652,16152,673.0,172288,11026432
2.405778,-0.005686968802474439,4.156881,0.2116824636608362,175.21,7.4,230.72,6.4,0.9402064539114747,3680,16176,674.0,172544,11042816
2.4751778,-0.005844353861175477,3.6805503,0.22129359312355518,199.64,7.1,188.83,7.2,0.9430435541351537,3634,16200,675.0,172800,11059200
2.466765,-0.006388983353972435,4.107216,0.26779399015009403,201.48,7.4,193.62,7.2,0.9006041249108011,3667,16224,676.0,173056,11075584
2.4489486,-0.006443775666411966,3.9183702,0.2901491978019476,194.14,7.2,159.02,7.7,0.9391019316271738,3642,16248,677.0,173312,11091968
2.436168,-0.0070514461514540015,3.97001,0.28527177408337595,176.45,7.1,194.71,7.2,0.9515003039456561,3678,16272,678.0,173568,11108352
2.414494,-0.006375332197640091,4.4670873,0.3215769144892693,181.33,7.0,179.12,7.3,0.909292229826481,3689,16296,679.0,173824,11124736
2.4659119,-0.006974698489066213,4.125863,0.2880429898202419,149.47,8.3,195.41,7.0,0.9498060026394862,3654,16320,680.0,174080,11141120
2.4961002,-0.006198562143836171,3.6520152,0.27051242351531984,203.53,7.0,140.53,8.2,0.9488807268673219,3682,16344,681.0,174336,11157504
2.4789832,-0.0065289789554663,3.9871583,0.26802432894706724,182.05,7.3,182.8,7.3,0.9508935916296216,3650,16368,682.0,174592,11173888
2.4472065,-0.00589001368964091,4.1609845,0.2464541558921337,161.47,7.6,152.64,7.9,0.9340509463583192,3689,16392,683.0,174848,11190272
2.5034914,-0.005642212464008481,3.6429691,0.23773328274488448,183.82,7.3,157.98,7.9,0.9372129440971254,3691,16416,684.0,175104,11206656
2.4931371,-0.005861760275438428,4.393584,0.25364776954054835,161.65,7.4,150.34,7.9,0.9344531754217204,3655,16440,685.0,175360,11223040
2.4732432,-0.006740166475065052,4.1913543,0.2616904453933239,196.99,7.2,174.51,7.4,0.9421006855908907,3683,16464,686.0,175616,11239424
2.5167572,-0.0062775112525559965,3.6353076,0.2866316202282906,180.7,7.4,194.15,7.2,0.9183241936016333,3636,16488,687.0,175872,11255808
2.4856286,-0.006826880674343556,4.138119,0.29143727004528047,151.75,7.8,174.7,7.4,0.9465857240937018,3627,16512,688.0,176128,11272192
2.497931,-0.0061876696324907245,4.0939045,0.2974948780238628,158.38,7.6,130.8,8.1,0.9277152415038828,3662,16536,689.0,176384,11288576
2.4752104,-0.005370893899817019,3.9968095,0.3038115681707859,144.33,8.5,176.85,7.4,0.9402295650064757,3654,16560,690.0,176640,11304960
2.5009785,-0.005306560783647001,4.2484264,0.2820188245177269,147.63,7.7,215.07,6.5,0.9416648927270569,3698,16584,691.0,176896,11321344
2.4777474,-0.005742539037019014,4.3553824,0.2517960371077061,156.35,7.7,195.41,6.9,0.96341511363896,3640,16608,692.0,177152,11337728
2.5212004,-0.005289802788756788,3.6082504,0.25885532528162003,212.57,6.3,186.5,7.1,0.9290343935171417,3679,16632,693.0,177408,11354112
2.5192266,-0.006239785291254521,3.451457,0.26749966815114024,176.33,7.4,181.23,7.0,0.9176452424719276,3640,16656,694.0,177664,11370496
2.4912412,-0.005575220119208097,3.7502558,0.267281042188406,198.32,7.1,185.58,7.0,0.931194472830038,3663,16680,695.0,177920,11386880
2.5201342,-0.0057868625712580975,3.6300967,0.274494329765439,172.85,7.3,154.64,7.5,0.952042508308437,3641,16704,696.0,178176,11403264
2.498968,-0.005535441488027573,4.03342,0.26890155985951425,213.79,6.4,180.19,7.1,0.9358234920402702,3702,16728,697.0,178432,11419648
2.521472,-0.004482277203351259,3.6759794,0.2572918802499771,170.27,7.4,154.11,7.6,0.9368918645501529,3646,16752,698.0,178688,11436032
2.5223284,-0.004953670036047697,3.8723912,0.2532758827507496,196.08,7.2,156.81,7.6,0.9377656684363921,3666,16776,699.0,178944,11452416
2.519815,-0.005870988690294326,3.4777122,0.2513870470225811,190.97,7.2,139.92,7.8,0.9391337255304991,3642,16800,700.0,179200,11468800
2.5461764,-0.00531034164596349,3.4635904,0.23741509646177292,206.39,6.7,136.76,8.0,0.9335271411053734,3666,16824,701.0,179456,11485184
2.4669087,-0.004909614925272763,3.9288335,0.2381821630895138,138.11,8.1,165.13,7.5,0.9354415687490417,3638,16848,702.0,179712,11501568
2.531652,-0.004624381850007921,3.8498385,0.22324634179472924,164.13,7.7,168.41,7.5,0.9490025549347298,3687,16872,703.0,179968,11517952
2.5346646,-0.004652773144189268,3.6521099,0.23863780990242958,183.31,7.1,174.43,7.3,0.9278946378460131,3675,16896,704.0,180224,11534336
2.5241563,-0.004700545084197074,3.8586268,0.24232761397957803,172.76,7.3,128.89,8.3,0.9452181532743094,3701,16920,705.0,180480,11550720
2.509437,-0.0056832771492190655,3.4467952,0.2519688978791237,162.12,7.4,157.71,7.9,0.9305140716406008,3651,16944,706.0,180736,11567104
2.5833092,-0.005727035407908261,2.843378,0.2540958060324192,185.49,7.1,146.66,7.9,0.9300153602527083,3666,16968,707.0,180992,11583488
2.517996,-0.006457182944286615,3.8773174,0.26383948877453806,195.18,7.1,161.72,7.8,0.9246082510740571,3662,16992,708.0,181248,11599872
2.4907076,-0.005880166634451598,3.8932734,0.2415300700813532,173.5,7.2,180.65,6.9,0.9657571382890996,3621,17016,709.0,181504,11616256
2.5316591,-0.005729624757077545,3.620697,0.2337557641416788,172.27,7.3,169.38,7.4,0.9309813449272455,3682,17040,710.0,181760,11632640
2.5269897,-0.005768437117803842,3.4754457,0.2258626950532198,204.88,6.6,160.35,7.5,0.941173346773655,3664,17064,711.0,182016,11649024
2.5620666,-0.006032685216050595,3.2101965,0.21230300553143025,174.24,7.4,194.74,6.9,0.9329625241539423,3712,17088,712.0,182272,11665408
2.543922,-0.006256312381010503,3.5904675,0.2231438297778368,214.36,6.7,212.38,6.6,0.9390272897483066,3697,17112,713.0,182528,11681792
2.5129147,-0.0065392300090752545,4.068378,0.225336267799139,189.14,7.1,134.83,7.9,0.9354976396022762,3632,17136,714.0,182784,11698176
2.4923215,-0.006866659696679562,3.7303119,0.23601206690073012,193.88,7.2,169.18,7.5,0.9362303342910504,3667,17160,715.0,183040,11714560
2.5012305,-0.006761318556964397,3.8388715,0.22944986790418626,181.9,7.2,174.55,7.1,0.9396125658288149,3655,17184,716.0,183296,11730944
2.4919736,-0.006910087899304926,3.927499,0.24083811908960343,155.16,7.9,155.12,7.8,0.9335675996985823,3689,17208,717.0,183552,11747328
